,Unnamed: 0,index,title,description,date,url,source-url,source-name,text
0,11,12,Ananya Panday Keeps It Casual With An Oversized Outfit As She Flies Off Mumbai - Republic World,Ananya Panday Keeps It Casual With An Oversized Outfit As She Flies Off Mumbai  Republic World,2024-01-13 10:30:08,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LnJlcHVibGljd29ybGQuY29tL3Nob3J0cy9saWZlc3R5bGUvYW5hbnlhLXBhbmRheS1vdmVyc2l6ZWQtb3V0Zml0LWFpcnBvcnQtbG9vay_SAQA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.republicworld.com,Republic World,"Ananya Panday Keeps It Casual With An Oversized Outfit As She Flies Off Mumbai

Lifestyle 16 days ago"
1,3,4,Jonathan Majors Dropped Out Of Dennis Rodman Biopic After Domestic Assault Conviction - Republic World,Jonathan Majors Dropped Out Of Dennis Rodman Biopic After Domestic Assault Conviction  Republic World,2024-01-13 11:41:00,https://news.google.com/rss/articles/CBMijAFodHRwczovL3d3dy5yZXB1YmxpY3dvcmxkLmNvbS9lbnRlcnRhaW5tZW50L2hvbGx5d29vZC9qb25hdGhhbi1tYWpvcnMtZHJvcHBlZC1vdXQtb2YtZGVubmlzLXJvZG1hbi1iaW9waWMtYWZ0ZXItZG9tZXN0aWMtYXNzYXVsdC1jb252aWN0aW9uL9IBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.republicworld.com,Republic World,"Advertisement

Jonathan Majors was convicted on December 19 of assaulting his ex-girlfriend after a trial that he hoped would vindicate him and restore his status as an emerging Hollywood star. Days after the charges, the actor had expressed a desire to work in films again. Earlier, Marvel Studios and the Walt Disney Co. dropped him hours after the verdict. Now, in a new development, the actor has been replaced in another upcoming movie.

Jonathan Majors out of 48 Hours In Vegas? | Reports

Hollywood actor Jonathan Majors has lost a buzzy upcoming film role after his recent assault conviction. The actor will no longer be playing controversial basketball player Dennis Rodman in a film with the working title 48 Hours In Vegas, reports Variety. The film is set to document the true story of the Bulls’ power forward’s notorious trip to Las Vegas in the middle of the 1998 NBA finals. CNN first reported the news.

A file photo of Jonathon Majors | Image: Jonathon Majors/Instagram

Lionsgate is also no longer involved with the project, as the studio released it back to the producers to find a new partner. As per Variety, Phil Lord, Chris Miller and Aditya Sood will produce for Lord Miller, and Ari Lubet, Will Allegra and Rodman will executive produce. Jordan VanDina is set to write the screenplay. Majors was convicted on December 18 of two misdemeanour counts of harassment and assault during a domestic dispute with his former partner, Grace Jabbari. He is set to be sentenced on February 6 and faces up to a year in jail, but he could also be sentenced to a lesser punishment, like probation. Sources close to Amazon say Majors is also no longer in discussions for the studio’s development project ‘Da Understudy’, which Spike Lee had been in early talks to direct. Marvel Studios dropped Majors from future projects on the same day as the conviction.

Advertisement

Why was Jonathan Majors convicted?

Jonathan Majors was arrested on March 25 on assault and harassment charges, after Grace accused him of assaulting her in the backseat of a private car after she took his phone to read a text message he had received from another woman.

Advertisement

Jonathan Majors | Image: AP

She reported the star forcefully took his phone back from her, causing an ""excruciating"" injury to her right middle finger. And she said when she got out of the car Majors hit her on the back of her head and then tried to force her back into the car, causing a cut behind her right ear. Majors denied he assaulted Grace and his defense team alleged she was the aggressor when she took his phone. During the actor's nearly two-week trial, the Manhattan District Attorney's Office released a series of texts between him and Grace, as well as an audio recording that was used evidence. It was reported that Majors was set to front 2026's The Avengers: Kang Dynasty, which has now been renamed Avengers 5.

Advertisement

(With inputs from IANS)

Advertisement"
2,2,3,Lebanon Missile Strike Killing Israeli Civilians Fuels Probability for New Warfront in North - Republic World,Lebanon Missile Strike Killing Israeli Civilians Fuels Probability for New Warfront in North  Republic World,2024-01-15 06:11:00,https://news.google.com/rss/articles/CBMiowFodHRwczovL3d3dy5yZXB1YmxpY3dvcmxkLmNvbS93b3JsZC1uZXdzL3dlc3QtYXNpYS9sZWJhbm9uLW1pc3NpbGUtc3RyaWtlLWlzcmFlbGktY2l2aWxpYW5zLWtpbGxlZC1oZXpib2xsYWgtaGFtYXMtaXNyYWVsLWNvbmZsaWN0LXNlY29uZC13YXJmcm9udC1pbi1ub3J0aC1pc3JhZWwv0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.republicworld.com,Republic World,"Advertisement

Tel Aviv: An anti-tank missile fired from Lebanon hit a home in northern Israel on Sunday, resulting in the death of two civilians, as per initial reports. This incident for Israel has once again renewed fears of a second front erupting in the ongoing Israel-Hamas conflict, which has entered its 100th day.

The conflict, triggered by Hamas' surprise attack into southern Israel on October 7, has already claimed nearly 24,000 Palestinian lives. The devastation in Gaza has forced around 85 percent of the territory's 2.3 million residents from their homes, pushing a quarter of the population into starvation.

Advertisement

Frontlines Heat Up: Israel, Hezbollah, and Broader Regional Fallout

Tensions in the region have escalated, with Israel engaging in almost daily exchanges of fire with Lebanon's Hezbollah militant group. Additionally, Iranian-backed militias have targeted US interests in Syria and Iraq, while Yemen's Houthi rebels have been attacking international shipping, prompting a series of US airstrikes.

Advertisement

The recent missile strike occurred a day after the Israeli army reported killing three militants attempting to infiltrate Israel. Hezbollah's leader, Hassan Nasrallah, asserted that his group would not cease its actions until a cease-fire is established for Gaza. ""We are continuing, and our front is inflicting losses on the enemy and putting pressure on displaced people,"" Nasrallah stated, referring to the tens of thousands of Israelis who have fled northern border areas.

South Africa's Accusation of Genocide

The death and destruction in Gaza prompted South Africa to accuse Israel of genocide at the International Court of Justice. Israel has denied the allegations and vowed to continue its offensive, even if the court issues an interim order to stop.

Israel has also pledged to secure the release of over 100 hostages still held in Gaza. Families of the hostages have staged protests, including a 24-hour rally in Tel Aviv that drew tens of thousands of supporters.

Advertisement

While Israel and Hezbollah have avoided a full-blown war on a second front, recent attacks, including the deaths of civilians on Sunday, heighten the possibility of new Israeli reprisals. Reports of heavy Israeli shelling and airstrikes in Lebanon were noted following the missile strike.

The town of Yuval, where the deadly strike occurred, had been evacuated along with more than 40 other towns along the northern border in October. However, some families, like the unfortunate victims in Yuval, remained in the area due to agricultural work.

Advertisement

Israeli Exodus as Southern West Bank Unrest Persists

The conflict's impact has led to the evacuation of over 115,000 Israelis from northern Israel. Tensions have also spilled into the Israeli-occupied West Bank, where nearly 350 Palestinians have been killed in confrontations with Israeli forces.

Advertisement

In the latest incident on Sunday, the Israeli army reported opening fire after a Palestinian car breached a military roadblock in the southern West Bank, resulting in the death of two Palestinians."
3,1300,1,"The Sabarmati Report: Vikrant Massey, Raashii Khanna Starrer’s Release Date Locked - Republic World","The Sabarmati Report: Vikrant Massey, Raashii Khanna Starrer’s Release Date Locked  Republic World",2024-01-15 16:32:00,https://news.google.com/rss/articles/CBMihgFodHRwczovL3d3dy5yZXB1YmxpY3dvcmxkLmNvbS9lbnRlcnRhaW5tZW50L2JvbGx5d29vZC90aGUtc2FiYXJtYXRpLXJlcG9ydC12aWtyYW50LW1hc3NleS1yYWFzaGlpLWtoYW5uYS1zdGFycmVycy1yZWxlYXNlLWRhdGUtbG9ja2VkL9IBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.republicworld.com,Republic World,"Advertisement

Vikrant Massey, who is basking in the success of his recently released film 12th Fail, will be seen next in The Sabarmati Report with Raashii Khanna and Ridhi Dogra. The film is helmed by critically acclaimed director Ranjan Chandel, who previously directed the popular web series Grahan.

Take a look at the first look of The Sabarmati Report

According to the makers, the film is inspired by true events that took place in the Sabarmati Express on the morning of 27 February 2002, near the Godhra railway station in the Indian state of Gujarat.

(A poster of the film | Image: Instagram)

On Monday, the makers shared an announcement video on Instagram offering a first look at the film. Along with the video, they revealed the release date, which is May 3. ""Get ready to unfold the history with an untold story - The Sabarmati Report - a riveting journey into the 2002 incident that left an indelible mark on the entire nation! In cinemas on 3rd May 2024,"" read the caption.

More about The Sabarmati Report

The film is being produced by Shobha Kapoor, Ektaa R Kapoor, Amul V Mohan and Anshul Mohan under the banner Balaji Motion Pictures, a division of Balaji Telefilms Ltd presents and A Vikir Films Production. More details surrounding what characters the actors will play in the film are under wraps.

Advertisement

(A file photo of Vikrant | Image: Instagram)

What's next for Vikrant Massey and Raashii Khanna?

Apart from The Sabarmati Report, both the actors are gearing up for their respective projects. Vikrant will be next seen in Phir Aayi Hasseen Dillruba, co-starring Taapsee Pannu. The cast completed the shoot a few months ago and Netflix is expected to announce the release date soon. Raashii, on the other hand, is gearing up for the release of Yodha, co-starring Sidharth Malhotra and Disha Patani. The film is slated to release on March 15."
4,302,3,Vivek Ramaswamy suspends his 2024 Republican presidential bid and endorses rival Donald Trump - Republic World,Vivek Ramaswamy suspends his 2024 Republican presidential bid and endorses rival Donald Trump  Republic World,2024-01-16 08:30:00,https://news.google.com/rss/articles/CBMikAFodHRwczovL3d3dy5yZXB1YmxpY3dvcmxkLmNvbS92aWRlb3MvZ2xvYmFsL3ZpdmVrLXJhbWFzd2FteS1zdXNwZW5kcy1oaXMtMjAyNC1yZXB1YmxpY2FuLXByZXNpZGVudGlhbC1iaWQtYW5kLWVuZG9yc2VzLXJpdmFsLWRvbmFsZC10cnVtcC8_YW1wPTHSAZABaHR0cHM6Ly93d3cucmVwdWJsaWN3b3JsZC5jb20vdmlkZW9zL2dsb2JhbC92aXZlay1yYW1hc3dhbXktc3VzcGVuZHMtaGlzLTIwMjQtcmVwdWJsaWNhbi1wcmVzaWRlbnRpYWwtYmlkLWFuZC1lbmRvcnNlcy1yaXZhbC1kb25hbGQtdHJ1bXAvP2FtcD0x?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.republicworld.com,Republic World,"Vivek Ramaswamy suspends his 2024 US presidential bid and endorses rival Donald Trump



Watch video for more"
5,204,5,Benelli Tornado 400 accelerates into global market - Republic World,Benelli Tornado 400 accelerates into global market  Republic World,2024-01-16 12:09:00,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LnJlcHVibGljd29ybGQuY29tL2J1c2luZXNzL2F1dG9tb2JpbGUvYmVuZWxsaS10b3JuYWRvLTQwMC1hY2NlbGVyYXRlcy1pbnRvLWdsb2JhbC1tYXJrZXQv0gEA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.republicworld.com,Republic World,"Advertisement

New Superbike entrant: Benelli has introduced its new mid-weight bike, Benelli Tornado 400, in the European markets. The latest entry-level model in the 300-500 cc bike segment was unveiled at the 2023 edition of EICMA, the world's foremost two-wheeler exhibition.

The new Tornado is expected to have an official launch in Europe, with prices expected to be revealed in the first half of 2024.

Advertisement

Image credit: ECMA

Style & features

The Benelli Tornado 400 will go up against heavy-weights in this vertical of sport bikes such as KTM RC 390, Yamaha R3, Kawasaki Ninja 400, and the recently-unveiled Aprilia RS457.

Visually, it is reminder of other Tornado models from Benelli’s lineup, with a lean, angular and semi-faired design, the company informed.

Advertisement

The vertically stacked twin-pod LED headlamp on the front apron gives the bike a mean and aggressive look, it said.

The visual focus areas of the motorbike are its upright windscreen, floating tail-section, a split-seat setup, and an upswept exhaust muffler.

Advertisement

The low-set clip-on handlebar and rear-set footpegs make the riding posture very committed.

The rest of the features making it a standout sporting package are the 5-inch full-colour TFT display, Bluetooth connectivity for calls and text alerts, navigation via smartphone app, tyre pressure monitoring system, and a USB charging port.

Advertisement

Image credit: ECMA

Hardware and powertrain

The Benelli Tornado 400 has a tubular steel frame, a single-sided swingarm, which is suspended on 37mm upside down front forks and a rear monoshock.

The braking duties are handled by 300mm twin discs at the front and a 240mm single disc at the rear, with floating callipers from Nissin. The dual-channel ABS makes for a standard offering.

Advertisement

Tornado 400 is fuelled by a 399cc, liquid-cooled, parallel-twin motor synced with a six-speed gearbox via a torque assisted, slipper clutch, allowing smoother gear changes.

This specific motor pumps out 47.6 bhp and 38 Nm of peak torque, while abiding by the European A2 licence restrictions."
6,0,1,WATCH: Korean Plane With 280 Onboard ‘Strikes’ Parked Aircraft at Japan Airport - Republic World,WATCH: Korean Plane With 280 Onboard ‘Strikes’ Parked Aircraft at Japan Airport  Republic World,2024-01-16 12:18:00,https://news.google.com/rss/articles/CBMifGh0dHBzOi8vd3d3LnJlcHVibGljd29ybGQuY29tL3dvcmxkLW5ld3Mvd2F0Y2gta29yZWFuLXBsYW5lLXdpdGgtMjgwLW9uYm9hcmQtc3RyaWtlcy1wYXJrZWQtYWlyY3JhZnQtYXQtamFwYW4tYWlycG9ydC8_YW1wPTHSAXxodHRwczovL3d3dy5yZXB1YmxpY3dvcmxkLmNvbS93b3JsZC1uZXdzL3dhdGNoLWtvcmVhbi1wbGFuZS13aXRoLTI4MC1vbmJvYXJkLXN0cmlrZXMtcGFya2VkLWFpcmNyYWZ0LWF0LWphcGFuLWFpcnBvcnQvP2FtcD0x?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.republicworld.com,Republic World,"Advertisement

Japan: A Korean Air Lines plane reportedly scraped against a Cathay Pacific Airways aircraft at New Chitose Airport on Japan's northern island of Hokkaido on Tuesday, according to Fuji TV and Reuters.

Chinese Carrier Cathay Pacific confirmed the incident involving one of its planes that was parked at the airport in Sapporo.

Advertisement

In a statement, Cathay Pacific stated, “Our aircraft, which was stationary at the time with no customers nor crew onboard, was struck by a Korean Air A330 which was taxiing past.”

How did the plane collide?

The Korean Air plane, carrying 289 people, reportedly hit the parked Cathay Pacific aircraft during the incident.

This incident comes merely two weeks after a collision between a Japan Airlines airliner and a coast guard plane on a runway at Tokyo's Haneda airport, highlighting recent challenges in aviation safety.

Advertisement

Korean Air also confirmed the incident, attributing it to a slip of the third-party ground handler vehicle during pushback due to heavy snow.

The airline assured that there were no injuries on board its plane and emphasized cooperation with relevant authorities."
7,99,0,Uber to shut down alcohol delivery service Drizly in US - Republic World,Uber to shut down alcohol delivery service Drizly in US  Republic World,2024-01-17 07:31:00,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LnJlcHVibGljd29ybGQuY29tL3RlY2gvdWJlci10by1zaHV0LWRvd24tYWxjb2hvbC1kZWxpdmVyeS1zZXJ2aWNlLWRyaXpseS1pbi11cy_SAWFodHRwczovL3d3dy5yZXB1YmxpY3dvcmxkLmNvbS90ZWNoL3ViZXItdG8tc2h1dC1kb3duLWFsY29ob2wtZGVsaXZlcnktc2VydmljZS1kcml6bHktaW4tdXMvP2FtcD0x?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.republicworld.com,Republic World,"Advertisement

Uber shuts down Drizly: Uber has decided to shutter its alcohol delivery service, Drizly, three years after acquiring it for $1.1 billion. Despite initial plans to integrate Drizly into Uber Eats, the taxi company opted to keep Drizly operating independently until now. The discontinuation of the Drizly brand is set for March 2024.

Pierre-Dimitri Gore-Coty, SVP of Delivery at Uber, stated, ""After three years of Drizly operating independently within the Uber family, we’ve decided to close the business and focus on our core Uber Eats strategy of helping consumers get almost anything – from food to groceries to alcohol – all on a single app.""

Advertisement

Uber expressed gratitude to the Drizly team for their contributions to the growth of the BevAlc delivery category. Drizly had faced challenges, including a data breach in 2020 affecting 2.5 million customers. The Federal Trade Commission (FTC) had ordered Drizly to delete unnecessary personal data and implement a robust security program.

Alcohol delivery via Uber Eats

Uber now aims to concentrate on alcohol delivery through Uber Eats, where it claims to have doubled business in the category globally. Currently, Uber operates alcohol delivery through Uber Eats in 35 US states and 25 countries worldwide.

This move follows Uber's acquisition of Postmates for $2.65 billion in an all-stock deal in 2020. Additionally, Uber Eats has been enhancing its features, exploring chatbot-based options for finding restaurant deals and enabling users to order from two nearby stores simultaneously."
8,5,6,LIVE | Kerala Lottery Result: FIFTY FIFTY FF-81 Wednesday Draw OUT- 1st Prize Ticket No. FK 769255 - Republic World,LIVE | Kerala Lottery Result: FIFTY FIFTY FF-81 Wednesday Draw OUT- 1st Prize Ticket No. FK 769255  Republic World,2024-01-17 10:37:00,https://news.google.com/rss/articles/CBMiwgFodHRwczovL3d3dy5yZXB1YmxpY3dvcmxkLmNvbS9pbmZvL2xpdmUtdXBkYXRlcy1rZXJhbGEtc3RhdGUtbG90dGVyeS1yZXN1bHQtMTcwMTIwMjQtdG9kYXktZmlmdHktZmlmdHktZmYtODEtd2VkbmVzZGF5LWx1Y2t5LWRyYXctZGVjbGFyZWQtb3V0LTFzdC1wcml6ZS0xLWNyb3JlLWxvdHRvLWJ1bXBlci1qYWNrcG90LWxhdGVzdC1uZXdzL9IBAA?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.republicworld.com,Republic World,"Full list of winning numbers for FIFTY FIFTY FF-81 Lottery

LUCKY NUMBER FOR 1ST PRIZE OF RS 1 CRORE IS: FK 769255

LUCKY NUMBER FOR 2ND PRIZE OF RS 10 LAKHS IS: FC 181603

LUCKY NUMBERS FOR CONSOLATION PRIZE OF RS 8,000 ARE: FA 769255 FB 769255 FC 769255 FD 769255 FE 769255 FF 769255 FG 769255 FH 769255 FJ 769255 FL 769255 FM 769255

(For The Tickets Ending With The Following Numbers below)

LUCKY NUMBERS FOR 3RD PRIZE OF RS 5,000 ARE: 0766 0822 1667 1686 2371 2494 2781 3151 3961 3990 4018 4306 4555 4800 5055 5481 6762 6897 7664 8196 8593 9075 9499

LUCKY NUMBERS FOR 4TH PRIZE OF RS 2,000 ARE: 1348 4031 4147 5320 5382 6300 6445 6525 7006 7059 7967 8977

LUCKY NUMBERS FOR 5TH PRIZE OF RS 1,000 ARE: 0047 0141 0893 0924 1119 1470 1766 1871 2033 2405 3903 4590 5175 5541 5812 6159 6235 6646 6950 7480 7592 8427 8724 9729

LUCKY NUMBERS FOR 6TH PRIZE OF RS 500 ARE: 0098 0124 0207 0411 0553 0554 0669 0775 0790 0911 0959 6 245 1220 1229 1253 1304 1319 1439 1912 1935 2068 2185 2228 2381 2994 3139 3240 3267 3319 3342 3349 3650 3657 3709 3748 3753 4051 4068 4292 4323 4511 4619 4631 4993 5021 5053 5285 5409 5864 5919 5985 6142 6169 6174 6242 6244 6375 6416 6421 6423 6563 6642 6999 7101 7114 7161 7254 7268 7346 7439 7505 7577 7671 7832 7913 8071 8184 8329 8337 8459 8510 8594 8733 8792 8819 8886 8897 9040 9169 9209 9371 9581 9793 9795 9872 9991

LUCKY NUMBERS FOR 7TH PRIZE OF RS 100 ARE: 0263 0270 0280 0339 0343 0359 0368 0388 0463 0480 0493 0800 0823 0847 0881 0976 1207 1239 1297 1398 1670 1716 1772 1796 1901 2139 2287 2400 2403 2533 2772 3135 3152 3409 3487 3741 3799 3834 3836 4180 4192 4270 4341 4415 4430 4527 4606 4704 4744 4774 4943 5128 5215 5292 5336 5476 5490 5496 5502 5508 5579 5606 5742 5746 5797 5805 5806 5852 5905 5959 6121 6128 6346 6360 6364 6407 6456 6543 6601 6693 6736 6859 6894 6957 6977 7000 7044 7271 7340 7343 7360 7449 7699 7736 7847 7861 7905 7965 8000 8017 8113 8238 8245 8447 8460 8514 8565 8570 8649 8746 8923 9162 9194 9246 9359 9380 9460 9483 9578 9579 9580 9592 9641 9673 9835 9874

FIFTY FIFTY FF-81 Lottery Prize Details

1st Prize: Rs 1 CRORE

2nd Prize: Rs. 10 lakhs

3rd Prize: Rs. 5,000

Consolation Prize: Rs. 8,000

4th Prize: Rs. 2,000

5th Prize: Rs. 1,000

6th Prize: Rs. 500

7th Prize: Rs. 100

(Note: Lotteries should only be played sensibly because they can be addictive. This page's content is for informational purposes only; it is not meant to be interpreted as guidance or inspiration. Republic TV Digital doesn't in any manner advertise lotteries.)"
9,400,1,CM Yogi Adityanath attends program “Do Dhaage Shree Ram Ke Naam” receives clothes for Ram Lalla - Republic World,CM Yogi Adityanath attends program “Do Dhaage Shree Ram Ke Naam” receives clothes for Ram Lalla  Republic World,2024-01-17 11:25:00,https://news.google.com/rss/articles/CBMipwFodHRwczovL3d3dy5yZXB1YmxpY3dvcmxkLmNvbS92aWRlb3MvaW5kaWEvcmFtLW1hbmRpci1pbmF1Z3VyYXRpb24vY20teW9naS1hZGl0eWFuYXRoLWF0dGVuZHMtcHJvZ3JhbS1kby1kaGFhZ2Utc2hyZWUtcmFtLWtlLW5hYW0tcmVjZWl2ZXMtY2xvdGhlcy1mb3ItcmFtLWxhbGxhLz9hbXA9MdIBpwFodHRwczovL3d3dy5yZXB1YmxpY3dvcmxkLmNvbS92aWRlb3MvaW5kaWEvcmFtLW1hbmRpci1pbmF1Z3VyYXRpb24vY20teW9naS1hZGl0eWFuYXRoLWF0dGVuZHMtcHJvZ3JhbS1kby1kaGFhZ2Utc2hyZWUtcmFtLWtlLW5hYW0tcmVjZWl2ZXMtY2xvdGhlcy1mb3ItcmFtLWxhbGxhLz9hbXA9MQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en,https://www.republicworld.com,Republic World,"Uttar Pradesh Chief Minister Yogi Adityanath participated in the program of offering clothes made for Lord Ram with the help of more than 12 lakh devotees of Heritage Handweaving Revival Charitable Trust, yesterday in Lucknow."
